orig_airport,dest_airport,orig_city,dest_city,total_passengers
SEA,SBA,"Seattle, WA","Santa Barbara, CA",19993
RDU,SBA,"Raleigh, NC","Santa Barbara, CA",42
HNL,SBA,"Honolulu, HI","Santa Barbara, CA",22
PHL,SCE,"Philadelphia, PA","State College, PA",56461
IND,SCE,"Indianapolis, IN","State College, PA",234
MYR,SCE,"Myrtle Beach, SC","State College, PA",162
MSP,SCE,"Minneapolis, MN","State College, PA",131
CID,SCE,"Cedar Rapids, IA","State College, PA",150
IAD,SCE,"Washington, DC","State College, PA",30184
BMG,SCE,"Bloomington, IN","State College, PA",128
LAF,SCE,"Lafayette, IN","State College, PA",184
JST,SCE,"Johnstown, PA","State College, PA",65
SYR,SCE,"Syracuse, NY","State College, PA",120
AVP,SCE,"Scranton, PA","State College, PA",30
CMI,SCE,"Champaign, IL","State College, PA",205
LCK,SCE,"Columbus, OH","State College, PA",120
CMH,SCE,"Columbus, OH","State College, PA",34
MEM,SCE,"Memphis, TN","State College, PA",46
MSN,SCE,"Madison, WI","State College, PA",218
LAN,SCE,"Lansing, MI","State College, PA",249
DTW,SCE,"Detroit, MI","State College, PA",25050
YIP,SCE,"Detroit, MI","State College, PA",89
ORD,SCE,"Chicago, IL","State College, PA",52
ATL,SCE,"Atlanta, GA","State College, PA",4724
PIT,SCE,"Pittsburgh, PA","State College, PA",118
CVG,SCE,"Cincinnati, OH","State College, PA",12063
BOS,SCE,"Boston, MA","State College, PA",50
DTW,TVC,"Detroit, MI","Traverse City, MI",80500
ORD,TVC,"Chicago, IL","Traverse City, MI",73417
MQT,TVC,"Marquette, MI","Traverse City, MI",23
MKE,TVC,"Milwaukee, WI","Traverse City, MI",14
CVG,TVC,"Cincinnati, OH","Traverse City, MI",4977
SUS,TVC,"St. Louis, MO","Traverse City, MI",42
GRB,TVC,"Green Bay, WI","Traverse City, MI",148
LGA,TVC,"New York, NY","Traverse City, MI",975
AVP,TVC,"Scranton, PA","Traverse City, MI",21
MBS,TVC,"Saginaw, MI","Traverse City, MI",18
MSP,TVC,"Minneapolis, MN","Traverse City, MI",16237
FSD,TVC,"Sioux Falls, SD","Traverse City, MI",45
GRR,TVC,"Grand Rapids, MI","Traverse City, MI",64
CID,SPS,"Cedar Rapids, IA","Wichita Falls, TX",79
XNA,SPS,"Fayetteville, AR","Wichita Falls, TX",70
MSP,SPS,"Minneapolis, MN","Wichita Falls, TX",224
SGF,SPS,"Springfield, MO","Wichita Falls, TX",60
LAX,SPS,"Los Angeles, CA","Wichita Falls, TX",326
SMF,SPS,"Sacramento, CA","Wichita Falls, TX",126
IAD,SPS,"Washington, DC","Wichita Falls, TX",45
BTR,SPS,"Baton Rouge, LA","Wichita Falls, TX",27
MCI,SPS,"Kansas City, MO","Wichita Falls, TX",182
ABQ,SPS,"Albuquerque, NM","Wichita Falls, TX",144
GJT,SPS,"Grand Junction, CO","Wichita Falls, TX",70
PHL,SPS,"Philadelphia, PA","Wichita Falls, TX",138
SLC,SPS,"Salt Lake City, UT","Wichita Falls, TX",128
COS,SPS,"Colorado Springs, CO","Wichita Falls, TX",278
SAV,SPS,"Savannah, GA","Wichita Falls, TX",39
LGA,SPS,"New York, NY","Wichita Falls, TX",126
CLE,SPS,"Cleveland, OH","Wichita Falls, TX",121
RNO,SPS,"Reno, NV","Wichita Falls, TX",380
TPA,SPS,"Tampa, FL","Wichita Falls, TX",130
OMA,SPS,"Omaha, NE","Wichita Falls, TX",128
FNT,SPS,"Flint, MI","Wichita Falls, TX",30
DFW,SPS,"Dallas, TX","Wichita Falls, TX",39401
BOS,SPS,"Boston, MA","Wichita Falls, TX",77
PIA,SPS,"Peoria, IL","Wichita Falls, TX",34
EWR,SPS,"Newark, NJ","Wichita Falls, TX",139
MTJ,SPS,"Montrose, CO","Wichita Falls, TX",70
MAF,SPS,"Midland, TX","Wichita Falls, TX",11
OAK,SPS,"Oakland, CA","Wichita Falls, TX",115
MSN,SPS,"Madison, WI","Wichita Falls, TX",44
JAN,SPS,"Jackson, MS","Wichita Falls, TX",49
AMA,SPS,"Amarillo, TX","Wichita Falls, TX",58
SEA,SPS,"Seattle, WA","Wichita Falls, TX",129
PHX,SPS,"Phoenix, AZ","Wichita Falls, TX",371
PIT,SPS,"Pittsburgh, PA","Wichita Falls, TX",134
FWA,SPS,"Fort Wayne, IN","Wichita Falls, TX",41
DSM,SPS,"Des Moines, IA","Wichita Falls, TX",75
GSO,SPS,"Greensboro, NC","Wichita Falls, TX",67
HSV,SPS,"Huntsville, AL","Wichita Falls, TX",18
STL,SPS,"St. Louis, MO","Wichita Falls, TX",121
SAN,SPS,"San Diego, CA","Wichita Falls, TX",139
ELP,SPS,"El Paso, TX","Wichita Falls, TX",104
ORD,SPS,"Chicago, IL","Wichita Falls, TX",465
DTW,SPS,"Detroit, MI","Wichita Falls, TX",104
ABI,SPS,"Abilene, TX","Wichita Falls, TX",72
RIC,CGI,"Richmond, VA","Cape Girardeau, MO",50
BDL,CGI,"Hartford, CT","Cape Girardeau, MO",35
MWA,CGI,"Marion, IL","Cape Girardeau, MO",4
DEC,CGI,"Decatur, IL","Cape Girardeau, MO",2
IAD,CGI,"Washington, DC","Cape Girardeau, MO",45
MSY,CGI,"New Orleans, LA","Cape Girardeau, MO",41
STL,CGI,"St. Louis, MO","Cape Girardeau, MO",341
SAV,CRP,"Savannah, GA","Corpus Christi, TX",42
SJC,CRP,"San Jose, CA","Corpus Christi, TX",146
BWI,CRP,"Baltimore, MD","Corpus Christi, TX",67
CLT,CRP,"Charlotte, NC","Corpus Christi, TX",45
CHS,CRP,"Charleston, SC","Corpus Christi, TX",49
SAN,CRP,"San Diego, CA","Corpus Christi, TX",559
PHX,CRP,"Phoenix, AZ","Corpus Christi, TX",497
ICT,CRP,"Wichita, KS","Corpus Christi, TX",49
GPT,CRP,"Gulfport, MS","Corpus Christi, TX",121
IAH,CRP,"Houston, TX","Corpus Christi, TX",142064
HOU,CRP,"Houston, TX","Corpus Christi, TX",153184
MCO,CRP,"Orlando, FL","Corpus Christi, TX",163
MAF,CRP,"Midland, TX","Corpus Christi, TX",25
CRP,CRP,"Corpus Christi, TX","Corpus Christi, TX",164
SFO,CRP,"San Francisco, CA","Corpus Christi, TX",117
JAX,CRP,"Jacksonville, FL","Corpus Christi, TX",225
PBI,CRP,"West Palm Beach, FL","Corpus Christi, TX",135
SLC,CRP,"Salt Lake City, UT","Corpus Christi, TX",458
COS,CRP,"Colorado Springs, CO","Corpus Christi, TX",39
FLL,CRP,"Fort Lauderdale, FL","Corpus Christi, TX",119
ELP,CRP,"El Paso, TX","Corpus Christi, TX",217
MDW,CRP,"Chicago, IL","Corpus Christi, TX",98
ORD,CRP,"Chicago, IL","Corpus Christi, TX",43
ATL,CRP,"Atlanta, GA","Corpus Christi, TX",218
SAT,CRP,"San Antonio, TX","Corpus Christi, TX",119
MSP,CRP,"Minneapolis, MN","Corpus Christi, TX",313
LAX,CRP,"Los Angeles, CA","Corpus Christi, TX",276
MSY,CRP,"New Orleans, LA","Corpus Christi, TX",133
SMF,CRP,"Sacramento, CA","Corpus Christi, TX",142
DCA,CRP,"Washington, DC","Corpus Christi, TX",86
MCI,CRP,"Kansas City, MO","Corpus Christi, TX",24
BRO,CRP,"Brownsville, TX","Corpus Christi, TX",114
ABQ,CRP,"Albuquerque, NM","Corpus Christi, TX",112
TPA,CRP,"Tampa, FL","Corpus Christi, TX",242
AUS,CRP,"Austin, TX","Corpus Christi, TX",64
RNO,CRP,"Reno, NV","Corpus Christi, TX",332
DFW,CRP,"Dallas, TX","Corpus Christi, TX",88297
LRD,CRP,"Laredo, TX","Corpus Christi, TX",100
DAL,CRP,"Dallas, TX","Corpus Christi, TX",668
MOB,CRP,"Mobile, AL","Corpus Christi, TX",24
ABQ,GJT,"Albuquerque, NM","Grand Junction, CO",20
MCI,GJT,"Kansas City, MO","Grand Junction, CO",48
SMF,GJT,"Sacramento, CA","Grand Junction, CO",125
LAX,GJT,"Los Angeles, CA","Grand Junction, CO",705
MSP,GJT,"Minneapolis, MN","Grand Junction, CO",968
FSD,GJT,"Sioux Falls, SD","Grand Junction, CO",38
SAT,GJT,"San Antonio, TX","Grand Junction, CO",64
CVG,GJT,"Cincinnati, OH","Grand Junction, CO",159
DSM,GJT,"Des Moines, IA","Grand Junction, CO",131
LAS,GJT,"Las Vegas, NV","Grand Junction, CO",13819
SNA,GJT,"Santa Ana, CA","Grand Junction, CO",93
SAN,GJT,"San Diego, CA","Grand Junction, CO",83
TYS,GJT,"Knoxville, TN","Grand Junction, CO",59
JFK,GJT,"New York, NY","Grand Junction, CO",167
TUS,GJT,"Tucson, AZ","Grand Junction, CO",50
EWR,GJT,"Newark, NJ","Grand Junction, CO",102
VEL,GJT,"Vernal, UT","Grand Junction, CO",4
DFW,GJT,"Dallas, TX","Grand Junction, CO",24350
DAL,GJT,"Dallas, TX","Grand Junction, CO",26
TPA,GJT,"Tampa, FL","Grand Junction, CO",152
TUL,GJT,"Tulsa, OK","Grand Junction, CO",84
YUM,GJT,"Yuma, AZ","Grand Junction, CO",42
DRO,GJT,"Durango, CO","Grand Junction, CO",72
MDW,GJT,"Chicago, IL","Grand Junction, CO",71
ORD,GJT,"Chicago, IL","Grand Junction, CO",1013
DTW,GJT,"Detroit, MI","Grand Junction, CO",138
ELP,GJT,"El Paso, TX","Grand Junction, CO",8
ATL,GJT,"Atlanta, GA","Grand Junction, CO",513
SLC,GJT,"Salt Lake City, UT","Grand Junction, CO",37416
COS,GJT,"Colorado Springs, CO","Grand Junction, CO",185
SFO,GJT,"San Francisco, CA","Grand Junction, CO",172
RKS,GJT,"Rock Springs, WY","Grand Junction, CO",19
HNL,GJT,"Honolulu, HI","Grand Junction, CO",219
MTJ,GJT,"Montrose, CO","Grand Junction, CO",33
MEM,GJT,"Memphis, TN","Grand Junction, CO",45
IAH,GJT,"Houston, TX","Grand Junction, CO",332
PHX,GJT,"Phoenix, AZ","Grand Junction, CO",24871
STL,JEF,"St. Louis, MO","Jefferson City, MO",4
BGR,MOP,"Bangor, ME","Mount Pleasant, MI",2
OGG,SLC,"Kahului, HI","Salt Lake City, UT",44169
OAK,SLC,"Oakland, CA","Salt Lake City, UT",207897
IAH,SLC,"Houston, TX","Salt Lake City, UT",181759
MCO,SLC,"Orlando, FL","Salt Lake City, UT",109900
HOU,SLC,"Houston, TX","Salt Lake City, UT",140
GRK,SLC,"Killeen, TX","Salt Lake City, UT",99
JAC,SLC,"Jackson, WY","Salt Lake City, UT",82030
MEM,SLC,"Memphis, TN","Salt Lake City, UT",400
MFR,SLC,"Medford, OR","Salt Lake City, UT",29091
MSO,SLC,"Missoula, MT","Salt Lake City, UT",72066
HNL,SLC,"Honolulu, HI","Salt Lake City, UT",92549
CMH,SLC,"Columbus, OH","Salt Lake City, UT",18324
GCC,SLC,"Gillette, WY","Salt Lake City, UT",2453
LWS,SLC,"Lewiston, ID","Salt Lake City, UT",22943
MTJ,SLC,"Montrose, CO","Salt Lake City, UT",6938
SEA,SLC,"Seattle, WA","Salt Lake City, UT",379806
BFI,SLC,"Seattle, WA","Salt Lake City, UT",168
BIS,SLC,"Bismarck, ND","Salt Lake City, UT",144
PHX,SLC,"Phoenix, AZ","Salt Lake City, UT",616736
RDU,SLC,"Raleigh, NC","Salt Lake City, UT",45082
BIL,SLC,"Billings, MT","Salt Lake City, UT",78064
GEG,SLC,"Spokane, WA","Salt Lake City, UT",155077
PUW,SLC,"Pullman, WA","Salt Lake City, UT",104
RDD,SLC,"Redding, CA","Salt Lake City, UT",97
ANC,SLC,"Anchorage, AK","Salt Lake City, UT",73944
CLT,SLC,"Charlotte, NC","Salt Lake City, UT",28638
BWI,SLC,"Baltimore, MD","Salt Lake City, UT",98255
CLE,SLC,"Cleveland, OH","Salt Lake City, UT",32728
BKL,SLC,"Cleveland, OH","Salt Lake City, UT",29
FCA,SLC,"Kalispell, MT","Salt Lake City, UT",65387
LAF,SLC,"Lafayette, IN","Salt Lake City, UT",73
FAI,SLC,"Fairbanks, AK","Salt Lake City, UT",7677
PDX,SLC,"Portland, OR","Salt Lake City, UT",270477
RIC,SLC,"Richmond, VA","Salt Lake City, UT",91
JFK,SLC,"New York, NY","Salt Lake City, UT",252384
SJC,SLC,"San Jose, CA","Salt Lake City, UT",88366
LGA,SLC,"New York, NY","Salt Lake City, UT",3824
RKS,SLC,"Rock Springs, WY","Salt Lake City, UT",3976
SFO,SLC,"San Francisco, CA","Salt Lake City, UT",247466
SBA,SLC,"Santa Barbara, CA","Salt Lake City, UT",26881
OKC,SLC,"Oklahoma City, OK","Salt Lake City, UT",32739
GJT,SLC,"Grand Junction, CO","Salt Lake City, UT",40103
PHL,SLC,"Philadelphia, PA","Salt Lake City, UT",107730
IND,SLC,"Indianapolis, IN","Salt Lake City, UT",1
FLL,SLC,"Fort Lauderdale, FL","Salt Lake City, UT",37389
COS,SLC,"Colorado Springs, CO","Salt Lake City, UT",44623
SBP,SLC,"San Luis Obispo, CA","Salt Lake City, UT",9857
ORD,SLC,"Chicago, IL","Salt Lake City, UT",274531
DTW,SLC,"Detroit, MI","Salt Lake City, UT",71281
ELP,SLC,"El Paso, TX","Salt Lake City, UT",4361
DRO,SLC,"Durango, CO","Salt Lake City, UT",10364
MDW,SLC,"Chicago, IL","Salt Lake City, UT",100442
BZN,SLC,"Bozeman, MT","Salt Lake City, UT",84888
ATL,SLC,"Atlanta, GA","Salt Lake City, UT",534656
YKM,SLC,"Yakima, WA","Salt Lake City, UT",11598
LAX,SLC,"Los Angeles, CA","Salt Lake City, UT",424213
SAT,SLC,"San Antonio, TX","Salt Lake City, UT",33635
MSP,SLC,"Minneapolis, MN","Salt Lake City, UT",201238
MSY,SLC,"New Orleans, LA","Salt Lake City, UT",24864
FSD,SLC,"Sioux Falls, SD","Salt Lake City, UT",312
GTF,SLC,"Great Falls, MT","Salt Lake City, UT",37273
MCI,SLC,"Kansas City, MO","Salt Lake City, UT",49457
ABQ,SLC,"Albuquerque, NM","Salt Lake City, UT",125554
SMF,SLC,"Sacramento, CA","Salt Lake City, UT",146370
TWF,SLC,"Twin Falls, ID","Salt Lake City, UT",30385
IAD,SLC,"Washington, DC","Salt Lake City, UT",65765
DCA,SLC,"Washington, DC","Salt Lake City, UT",56251
SGU,SLC,"St. George, UT","Salt Lake City, UT",36588
BFL,SLC,"Bakersfield, CA","Salt Lake City, UT",12296
LIT,SLC,"Little Rock, AR","Salt Lake City, UT",721
IDA,SLC,"Idaho Falls, ID","Salt Lake City, UT",63297
XNA,SLC,"Fayetteville, AR","Salt Lake City, UT",119
BOS,SLC,"Boston, MA","Salt Lake City, UT",109227
DFW,SLC,"Dallas, TX","Salt Lake City, UT",302190
EUG,SLC,"Eugene, OR","Salt Lake City, UT",29500
CPR,SLC,"Casper, WY","Salt Lake City, UT",22202
DAL,SLC,"Dallas, TX","Salt Lake City, UT",64
HLN,SLC,"Helena, MT","Salt Lake City, UT",40261
FAT,SLC,"Fresno, CA","Salt Lake City, UT",31147
ACV,SLC,"Eureka, CA","Salt Lake City, UT",14029
TUS,SLC,"Tucson, AZ","Salt Lake City, UT",63833
EWR,SLC,"Newark, NJ","Salt Lake City, UT",112781
VEL,SLC,"Vernal, UT","Salt Lake City, UT",26
BTM,SLC,"Butte, MT","Salt Lake City, UT",22920
FAR,SLC,"Fargo, ND","Salt Lake City, UT",2932
RDM,SLC,"Bend, OR","Salt Lake City, UT",27821
TUL,SLC,"Tulsa, OK","Salt Lake City, UT",25635
AUS,SLC,"Austin, TX","Salt Lake City, UT",32495
SLE,SLC,"Salem, OR","Salt Lake City, UT",14834
TPA,SLC,"Tampa, FL","Salt Lake City, UT",46904
RNO,SLC,"Reno, NV","Salt Lake City, UT",126120
OMA,SLC,"Omaha, NE","Salt Lake City, UT",27217
OGD,SLC,"Ogden, UT","Salt Lake City, UT",212
EKO,SLC,"Elko, NV","Salt Lake City, UT",24959
PVU,SLC,"Provo, UT","Salt Lake City, UT",60
YUM,SLC,"Yuma, AZ","Salt Lake City, UT",15247
LAS,SLC,"Las Vegas, NV","Salt Lake City, UT",523266
SAN,SLC,"San Diego, CA","Salt Lake City, UT",248884
SNA,SLC,"Santa Ana, CA","Salt Lake City, UT",171267
MKE,SLC,"Milwaukee, WI","Salt Lake City, UT",304
BNA,SLC,"Nashville, TN","Salt Lake City, UT",6687
PIH,SLC,"Pocatello, ID","Salt Lake City, UT",26229
CVG,SLC,"Cincinnati, OH","Salt Lake City, UT",229367
BLI,SLC,"Bellingham, WA","Salt Lake City, UT",4328
CDC,SLC,"Cedar City, UT","Salt Lake City, UT",7295
STL,SLC,"St. Louis, MO","Salt Lake City, UT",101534
BHM,SLC,"Birmingham, AL","Salt Lake City, UT",324
DSM,SLC,"Des Moines, IA","Salt Lake City, UT",134
MGM,SLC,"Montgomery, AL","Salt Lake City, UT",133
RAP,SLC,"Rapid City, SD","Salt Lake City, UT",28037
PIT,SLC,"Pittsburgh, PA","Salt Lake City, UT",22640
CLT,CHO,"Charlotte, NC","Charlottesville, VA",60223
BWI,CHO,"Baltimore, MD","Charlottesville, VA",36
LGA,CHO,"New York, NY","Charlottesville, VA",12014
RIC,CHO,"Richmond, VA","Charlottesville, VA",37
PWM,CHO,"Portland, ME","Charlottesville, VA",63
LYH,CHO,"Lynchburg, VA","Charlottesville, VA",54
LUK,CHO,"Cincinnati, OH","Charlottesville, VA",39
CVG,CHO,"Cincinnati, OH","Charlottesville, VA",10296
ORH,CHO,"Worcester, MA","Charlottesville, VA",75
GSP,CHO,"Greenville, SC","Charlottesville, VA",146
PVD,CHO,"Providence, RI","Charlottesville, VA",2
BDL,CHO,"Hartford, CT","Charlottesville, VA",119
RDU,CHO,"Raleigh, NC","Charlottesville, VA",205
AND,CHO,"Anderson, SC","Charlottesville, VA",35
TTN,CHO,"Trenton, NJ","Charlottesville, VA",25
ROA,CHO,"Roanoke, VA","Charlottesville, VA",27
PHL,CHO,"Philadelphia, PA","Charlottesville, VA",16235
JAX,CHO,"Jacksonville, FL","Charlottesville, VA",304
SFO,CHO,"San Francisco, CA","Charlottesville, VA",58
TLH,CHO,"Tallahassee, FL","Charlottesville, VA",62
LAX,CHO,"Los Angeles, CA","Charlottesville, VA",322
IAD,CHO,"Washington, DC","Charlottesville, VA",27590
ATL,CHO,"Atlanta, GA","Charlottesville, VA",28495
DTW,CHO,"Detroit, MI","Charlottesville, VA",12876
EWR,CHO,"Newark, NJ","Charlottesville, VA",22
DAY,CHO,"Dayton, OH","Charlottesville, VA",45
ITH,CHO,"Ithaca, NY","Charlottesville, VA",34
MIA,CHO,"Miami, FL","Charlottesville, VA",190
COS,CLL,"Colorado Springs, CO","College Station, TX",49
OKC,CLL,"Oklahoma City, OK","College Station, TX",446
JAX,CLL,"Jacksonville, FL","College Station, TX",120
CRP,CLL,"Corpus Christi, TX","College Station, TX",95
IND,CLL,"Indianapolis, IN","College Station, TX",93
IAD,CLL,"Washington, DC","College Station, TX",142
SWO,CLL,"Stillwater, OK","College Station, TX",357
BTR,CLL,"Baton Rouge, LA","College Station, TX",152
CHA,CLL,"Chattanooga, TN","College Station, TX",23
MCI,CLL,"Kansas City, MO","College Station, TX",401
GNV,CLL,"Gainesville, FL","College Station, TX",40
LIT,CLL,"Little Rock, AR","College Station, TX",77
ABQ,CLL,"Albuquerque, NM","College Station, TX",160
BRO,CLL,"Brownsville, TX","College Station, TX",50
MSP,CLL,"Minneapolis, MN","College Station, TX",50
XNA,CLL,"Fayetteville, AR","College Station, TX",37
GRR,CLL,"Grand Rapids, MI","College Station, TX",88
FYV,CLL,"Fayetteville, AR","College Station, TX",46
LEX,CLL,"Lexington, KY","College Station, TX",56
MKE,CLL,"Milwaukee, WI","College Station, TX",171
BNA,CLL,"Nashville, TN","College Station, TX",174
MHK,CLL,"Manhattan, KS","College Station, TX",88
PNS,CLL,"Pensacola, FL","College Station, TX",42
SNA,CLL,"Santa Ana, CA","College Station, TX",132
PIT,CLL,"Pittsburgh, PA","College Station, TX",260
DSM,CLL,"Des Moines, IA","College Station, TX",228
STL,CLL,"St. Louis, MO","College Station, TX",179
BHM,CLL,"Birmingham, AL","College Station, TX",96
CVG,CLL,"Cincinnati, OH","College Station, TX",14
AEX,CLL,"Alexandria, LA","College Station, TX",15
CHS,CLL,"Charleston, SC","College Station, TX",71
MDT,CLL,"Harrisburg, PA","College Station, TX",68
PHX,CLL,"Phoenix, AZ","College Station, TX",49
ICT,CLL,"Wichita, KS","College Station, TX",79
AMA,CLL,"Amarillo, TX","College Station, TX",77
COU,CLL,"Columbia, MO","College Station, TX",86
IAH,CLL,"Houston, TX","College Station, TX",44716
MEM,CLL,"Memphis, TN","College Station, TX",230
MAF,CLL,"Midland, TX","College Station, TX",76
JAN,CLL,"Jackson, MS","College Station, TX",46
LBB,CLL,"Lubbock, TX","College Station, TX",115
LNK,CLL,"Lincoln, NE","College Station, TX",117
CMH,CLL,"Columbus, OH","College Station, TX",299
LWC,CLL,"Lawrence, KS","College Station, TX",30
GPT,CLL,"Gulfport, MS","College Station, TX",31
DTW,CLL,"Detroit, MI","College Station, TX",320
ELP,CLL,"El Paso, TX","College Station, TX",77
ORD,CLL,"Chicago, IL","College Station, TX",50
ATL,CLL,"Atlanta, GA","College Station, TX",27
TYS,CLL,"Knoxville, TN","College Station, TX",38
CLT,CLL,"Charlotte, NC","College Station, TX",84
CLE,CLL,"Cleveland, OH","College Station, TX",44
DFW,CLL,"Dallas, TX","College Station, TX",27787
DAL,CLL,"Dallas, TX","College Station, TX",149
MOB,CLL,"Mobile, AL","College Station, TX",93
DAY,CLL,"Dayton, OH","College Station, TX",135
OMA,CLL,"Omaha, NE","College Station, TX",249
MIA,CLL,"Miami, FL","College Station, TX",82
AUS,CLL,"Austin, TX","College Station, TX",120
TUL,CLL,"Tulsa, OK","College Station, TX",136
FOE,CLL,"Topeka, KS","College Station, TX",144
TUS,CLL,"Tucson, AZ","College Station, TX",43
BNA,FLL,"Nashville, TN","Fort Lauderdale, FL",82175
MKE,FLL,"Milwaukee, WI","Fort Lauderdale, FL",33623
LAS,FLL,"Las Vegas, NV","Fort Lauderdale, FL",130060
ROC,FLL,"Rochester, NY","Fort Lauderdale, FL",11003
SAN,FLL,"San Diego, CA","Fort Lauderdale, FL",123
PNS,FLL,"Pensacola, FL","Fort Lauderdale, FL",10533
SNA,FLL,"Santa Ana, CA","Fort Lauderdale, FL",22
STL,FLL,"St. Louis, MO","Fort Lauderdale, FL",51712
MHT,FLL,"Manchester, NH","Fort Lauderdale, FL",19174
FWA,FLL,"Fort Wayne, IN","Fort Lauderdale, FL",4546
CVG,FLL,"Cincinnati, OH","Fort Lauderdale, FL",66224
GSO,FLL,"Greensboro, NC","Fort Lauderdale, FL",8383
GSP,FLL,"Greenville, SC","Fort Lauderdale, FL",17140
BHM,FLL,"Birmingham, AL","Fort Lauderdale, FL",132
MGM,FLL,"Montgomery, AL","Fort Lauderdale, FL",129
CHS,FLL,"Charleston, SC","Fort Lauderdale, FL",305
HSV,FLL,"Huntsville, AL","Fort Lauderdale, FL",4064
PIT,FLL,"Pittsburgh, PA","Fort Lauderdale, FL",73350
PVD,FLL,"Providence, RI","Fort Lauderdale, FL",46543
MEM,FLL,"Memphis, TN","Fort Lauderdale, FL",53909
MCO,FLL,"Orlando, FL","Fort Lauderdale, FL",313104
IAH,FLL,"Houston, TX","Fort Lauderdale, FL",270914
HOU,FLL,"Houston, TX","Fort Lauderdale, FL",70994
OAK,FLL,"Oakland, CA","Fort Lauderdale, FL",1589
LAN,FLL,"Lansing, MI","Fort Lauderdale, FL",139
BDL,FLL,"Hartford, CT","Fort Lauderdale, FL",60677
EYW,FLL,"Key West, FL","Fort Lauderdale, FL",27850
GPT,FLL,"Gulfport, MS","Fort Lauderdale, FL",24204
CMH,FLL,"Columbus, OH","Fort Lauderdale, FL",14369
PHX,FLL,"Phoenix, AZ","Fort Lauderdale, FL",89319
RDU,FLL,"Raleigh, NC","Fort Lauderdale, FL",66840
SEA,FLL,"Seattle, WA","Fort Lauderdale, FL",123
CAE,FLL,"Columbia, SC","Fort Lauderdale, FL",14621
ROA,FLL,"Roanoke, VA","Fort Lauderdale, FL",404
MSP,FLL,"Minneapolis, MN","Fort Lauderdale, FL",58963
LAX,FLL,"Los Angeles, CA","Fort Lauderdale, FL",100986
MSY,FLL,"New Orleans, LA","Fort Lauderdale, FL",56453
SAT,FLL,"San Antonio, TX","Fort Lauderdale, FL",30939
PBG,FLL,"Plattsburgh, NY","Fort Lauderdale, FL",16971
TLH,FLL,"Tallahassee, FL","Fort Lauderdale, FL",21677
IND,FLL,"Indianapolis, IN","Fort Lauderdale, FL",37297
CID,FLL,"Cedar Rapids, IA","Fort Lauderdale, FL",143
CHA,FLL,"Chattanooga, TN","Fort Lauderdale, FL",10110
IAD,FLL,"Washington, DC","Fort Lauderdale, FL",136031
MKC,FLL,"Kansas City, MO","Fort Lauderdale, FL",56
DCA,FLL,"Washington, DC","Fort Lauderdale, FL",256975
ILG,FLL,"Wilmington, DE","Fort Lauderdale, FL",41
MCI,FLL,"Kansas City, MO","Fort Lauderdale, FL",21657
STS,FXE,"Santa Rosa, CA","Fort Lauderdale, FL",4
SBN,FLL,"South Bend, IN","Fort Lauderdale, FL",37
GNV,FLL,"Gainesville, FL","Fort Lauderdale, FL",20
CLT,FLL,"Charlotte, NC","Fort Lauderdale, FL",414143
CLE,FLL,"Cleveland, OH","Fort Lauderdale, FL",73020
BWI,FLL,"Baltimore, MD","Fort Lauderdale, FL",271680
AVL,FLL,"Asheville, NC","Fort Lauderdale, FL",371
ABE,FLL,"Allentown, PA","Fort Lauderdale, FL",9593
LGA,FLL,"New York, NY","Fort Lauderdale, FL",676705
JFK,FLL,"New York, NY","Fort Lauderdale, FL",574360
RIC,FLL,"Richmond, VA","Fort Lauderdale, FL",24442
SYR,FLL,"Syracuse, NY","Fort Lauderdale, FL",25310
RFD,FLL,"Rockford, IL","Fort Lauderdale, FL",4740
PDX,FLL,"Portland, OR","Fort Lauderdale, FL",2
SJC,FLL,"San Jose, CA","Fort Lauderdale, FL",155
TYS,FLL,"Knoxville, TN","Fort Lauderdale, FL",17110
LFT,FLL,"Lafayette, LA","Fort Lauderdale, FL",127
PBI,FLL,"West Palm Beach, FL","Fort Lauderdale, FL",6353
SLC,FLL,"Salt Lake City, UT","Fort Lauderdale, FL",37198
JAX,FLL,"Jacksonville, FL","Fort Lauderdale, FL",144715
PHL,FLL,"Philadelphia, PA","Fort Lauderdale, FL",382068
MYR,FLL,"Myrtle Beach, SC","Fort Lauderdale, FL",41297
ACY,FLL,"Atlantic City, NJ","Fort Lauderdale, FL",124093
SFO,FLL,"San Francisco, CA","Fort Lauderdale, FL",167
BWG,FLL,"Bowling Green, KY","Fort Lauderdale, FL",138
EWR,FLL,"Newark, NJ","Fort Lauderdale, FL",559154
FOE,FLL,"Topeka, KS","Fort Lauderdale, FL",274
TOL,FLL,"Toledo, OH","Fort Lauderdale, FL",143
PIA,FLL,"Peoria, IL","Fort Lauderdale, FL",4226
TPA,FLL,"Tampa, FL","Fort Lauderdale, FL",357928
MIA,FLL,"Miami, FL","Fort Lauderdale, FL",4413
AUS,FLL,"Austin, TX","Fort Lauderdale, FL",41204
BGR,FLL,"Bangor, ME","Fort Lauderdale, FL",103
ALB,FLL,"Albany, NY","Fort Lauderdale, FL",5136
OCF,FLL,"Ocala, FL","Fort Lauderdale, FL",89
CAK,FLL,"Akron, OH","Fort Lauderdale, FL",695
BOS,FLL,"Boston, MA","Fort Lauderdale, FL",317500
DFW,FLL,"Dallas, TX","Fort Lauderdale, FL",284329
MLU,FLL,"Monroe, LA","Fort Lauderdale, FL",133
